suburb,postcode,type,elevation,population,median_income,sqkm,lat,lng,Dist_CBD,Dist_Geelong,Dist_Ballarat
Carlisle River,3239,Rural locality,106,135,24804,191.239,-38.56834,143.42479,158.44859873192152,93.12092165886584,117.98311971517988
Weeaproinah,3237,Rural locality,522,11,43316,11.582,-38.63157,143.49614,157.10827700767194,91.67980526131883,122.96621130227892
Ferguson,3237,Rural locality,400,19,27248,12.562,-38.62301,143.51163,155.46010684222725,90.03161063846744,121.71087578479764
Wongarra,3234,Rural locality,241,37,31824,33.051,-38.67476,143.7861,140.44060102194632,76.27997021994926,123.97943243696206
Lavers Hill,3238,Rural locality,310,78,23400,62.74,-38.66751,143.37455,168.07924548792323,102.64006824595612,129.82627144749597
Tanybryn,3249,Rural locality,428,19,64948,45.957,-38.65677,143.7181,143.53899376858598,78.78582938538561,122.38736841035607
Beech Forest,3237,Rural locality,535,82,26364,148.3,-38.63424,143.58652,150.91612888905263,85.59569548991385,121.52239624464347
Hordern Vale,3238,Rural locality,71,43,25116,31.189,-38.79995,143.48964,168.9522701722779,104.07861943864184,141.28903245699289
Johanna,3238,Rural locality,159,63,29900,37.234,-38.73253,143.39951,170.4652280191342,105.11033496956162,136.0485364204112
Chapple Vale,3239,Rural locality,116,36,37648,69.815,-38.62636,143.30186,170.92847704925993,105.59728497709224,127.74039157710844
Wyelangta,3237,Rural locality,490,38,28340,77.323,-38.65169,143.45678,161.19202127318903,95.76223531856476,126.02281311706268
Mount Sabine,3236,Rural locality,500,0,0,5.027,-38.63386,143.74272,140.26094908085668,75.47076726714742,119.66690891816594
Separation Creek,3234,Rural locality,351,19,55224,42.802,-38.59891,143.87311,129.17292449905793,64.96056738651367,115.45065726417737
Grey River,3234,Rural locality,162,4,0,5.416,-38.68493,143.8209,139.01254749944405,75.25189248020536,125.01553769011632
Sugarloaf,3234,Rural locality,117,14,33748,1.957,-38.69009,143.79717,140.89995246871783,76.98138454326573,125.6447960144594
Petticoat Creek,3233,Rural locality,70,0,0,0.996,-38.71444,143.73112,146.9394183995198,82.7347985548491,128.6783896372831
Cape Otway,3233,Rural locality,230,15,35048,82.409,-38.77934,143.55584,163.0960264229864,98.37554890189642,137.86963832480563
Yuulong,3237,Rural locality,285,37,26936,52.166,-38.72242,143.30779,176.30204472598635,110.86594268487283,137.51557922608566
Gellibrand Lower,3237,Rural locality,106,13,14560,48.339,-38.71582,143.22341,181.9883552608173,116.56543483937432,139.54475602108184
Mingay,3324,Rural locality,226,51,34736,80.608,-37.85238,143.31715,144.60251494112237,96.36009686398756,56.81312293438863
Skipton,3361,Urban locality,286,586,23556,260.624,-37.68884,143.33873,143.47885595796933,102.46140025342966,47.013346666970186
Derrinallum,3325,Rural locality,202,415,24908,273.873,-37.95939,143.1761,157.64341622482104,104.94537106069538,73.80764964308372
Terang,3264,Rural locality,132,2288,26780,119.382,-38.24631,142.88527,188.2187049846308,128.44203914292092,113.74023362464376
Noorat,3265,Urban locality,151,333,28340,31.676,-38.19443,142.92585,183.43040207702853,124.59115734541083,107.2701607467152
Bookaar,3260,Rural locality,138,163,29900,228.303,-38.11061,143.10893,165.85153556657008,108.64003337728607,89.12863945549026
Camperdown,3260,Urban locality,160,3369,26728,69.338,-38.227,143.15452,164.9384538279961,104.83097140412552,95.83613206972872
Kariah,3260,Rural locality,139,94,38324,160.801,-38.1058,143.22585,155.71252708393394,98.45127788144477,81.56302538226501
Leslie Manor,3260,Rural locality,126,64,32760,198.801,-38.10403,143.36747,143.55028029616773,86.09417805613369,73.65775073844044
Lismore,3324,Urban locality,150,420,24856,243.78,-37.95811,143.35332,142.1676473856967,89.83760729243028,61.95742324422432
Duverney,3323,Rural locality,126,33,24648,61.901,-38.04077,143.56748,124.96935688373158,69.5458969413413,58.76452081564453
Kolora,3265,Rural locality,145,142,36556,115.64,-38.1268,142.92441,182.048391999383,124.70353634893998,102.61744684375722
Pomborneit North,3260,Rural locality,113,71,24648,59.195,-38.21287,143.35833,147.40801885517126,86.95852256226571,84.25859113642234
Glenormiston North,3265,Rural locality,141,56,40560,17.544,-38.15335,142.9847,177.43747315805416,119.38306373208664,100.39122798549724
Berrybank,3323,Rural locality,169,40,28912,102.002,-37.96764,143.49402,130.0332401402525,77.63763341219004,54.87863065050035
Werneth,3352,Rural locality,160,60,31824,146.763,-37.93445,143.60083,120.3082834671428,69.84733951395238,46.86467854081764
Foxhow,3323,Rural locality,127,19,53300,62.094,-38.05449,143.47558,133.15975703888031,77.24542733810169,63.88048357921197
Chocolyn,3260,Rural locality,144,67,32188,18.604,-38.19662,143.20269,159.98968057595533,100.42570959235972,90.55754374859106
Naroghid,3266,Rural locality,181,71,34424,21.088,-38.24715,143.05403,173.9945481711012,113.76144794479418,103.29717566620327
Gnotuk,3260,Rural locality,151,99,38220,19.579,-38.20381,143.07701,170.8226196736386,111.43321074484808,98.407530923355
Skibo,3260,Rural locality,151,65,37700,10.176,-38.20619,143.12835,166.54254802635828,106.96576661332692,95.56560246533412
Vite Vite North,3325,Rural locality,234,28,31148,122.521,-37.79222,143.1896,155.82302425770126,109.21969157698378,63.35940045618995
Vite Vite,3325,Rural locality,221,39,24648,98.146,-37.85393,143.14675,159.56381470420385,110.44880151537188,69.7304799498275
Garvoc,3265,Rural locality,104,243,32448,103.792,-38.28612,142.81228,195.49813225386012,135.18607828250074,121.44549365953664
Boorcan,3265,Rural locality,142,146,31148,61.903,-38.22469,143.01822,176.37255888363265,116.69045411746598,103.65468430301743
Darlington,3271,Rural locality,157,107,27924,161.08,-37.97929,143.03154,170.4686805965885,116.97459104348636,85.49135946091769
Glenormiston South,3265,Rural locality,146,108,30160,20.362,-38.16053,142.97053,178.81303857619545,120.62123653041688,101.8511816140472
Noorat East,3265,Rural locality,135,20,60112,3.508,-38.20271,142.97649,179.32632883970467,120.2026705957061,104.58260716714338
Weerite,3260,Rural locality,137,117,30524,74.169,-38.22122,143.26187,155.74663544441665,95.4317703795662,89.62770223822342
Mount Bute,3324,Rural locality,228,58,27924,66.012,-37.87307,143.40648,136.83325495559598,88.20965279596781,52.059902056261066
Bradvale,3361,Rural locality,274,59,46800,98.167,-37.79455,143.3571,141.1030190461967,95.58694946404552,50.3787567427553
Cobden,3266,Urban locality,125,1839,27352,76.943,-38.33151,143.11382,171.78973981469414,109.83045360907936,107.1559394881955
Port Campbell,3269,Rural locality,62,478,38896,72.834,-38.61355,143.02402,191.3087983791197,126.5496376861458,137.4623269344576
Wattle Hill,3237,Rural locality,164,6,22516,11.628,-38.75287,143.25527,181.973802065722,116.5386981084837,142.30302864451343
Princetown,3269,Rural locality,13,241,23036,120.304,-38.65338,143.1747,181.9514328491921,116.7124931325406,134.99523016889063
Elingamite North,3266,Rural locality,135,78,38324,39.38,-38.35069,142.98797,182.86960700426465,121.01051815377144,115.72633101798851
South Purrumbete,3260,Rural locality,133,109,23400,41.27,-38.3487,143.20777,164.7276447437583,102.16115730482588,104.0232291187017
Bostocks Creek,3260,Rural locality,118,83,31148,23.518,-38.30872,143.12874,169.7453642702619,108.12392919331572,104.35093091575396
Cobrico,3266,Rural locality,142,80,38220,37.274,-38.29667,143.02254,178.17140415157925,117.10082398893326,109.22366751409476
Dixie,3265,Rural locality,158,131,35256,51.764,-38.30594,142.92948,186.24593146903783,125.28641714871732,115.52672757893292
Taroon,3265,Rural locality,108,22,43316,13.356,-38.32977,142.87139,191.85958262525293,130.67148841246785,120.98098885498676
Ecklin South,3265,Rural locality,113,188,34320,83.137,-38.38598,142.89702,191.63599739537307,129.53156925147516,123.93250918018713
Pomborneit East,3249,Rural locality,122,25,19916,70.698,-38.29732,143.39786,147.1967328687796,84.77147215298852,90.8942321438134
Bullaharre,3266,Rural locality,79,17,31148,7.061,-38.34919,143.14633,169.77211743153225,107.4164000204246,107.06836059696
Jancourt,3266,Rural locality,122,29,34528,9.02,-38.36685,143.09359,174.7649280200728,112.31884452226726,111.35798321119584
Brucknell,3268,Rural locality,95,116,43472,37.051,-38.45585,142.89663,194.3034936581457,131.29971947011842,129.78570963061628
Glenfyne,3266,Rural locality,44,135,31824,53.957,-38.41311,143.01265,183.16873399397653,120.340234383066,119.72437444533678
Curdies River,3268,Rural locality,77,28,18200,7.764,-38.44468,142.94374,190.0282627497118,127.01685731019305,126.21014758164858
Ayrford,3268,Rural locality,93,44,44876,12.9,-38.437,142.85333,197.1064342278627,134.45615978037284,130.69016971737338
Peterborough,3270,Rural locality,0,247,32292,40.127,-38.58941,142.87903,201.47383682209068,137.228763149963,142.36198794747236
Casterton,3311,Rural locality,146,1668,24076,226.787,-37.60028,141.33447,320.0704532457627,271.6311020106371,221.4890639059921
Heytesbury Lower,3268,Rural locality,49,52,36400,19.236,-38.56411,142.9093,197.91305433554197,133.7926001327042,138.53347520561778
Timboon West,3268,Rural locality,101,54,42848,24.996,-38.53673,142.92152,195.70600166387365,131.79031051331216,135.45996266146102
Paaratte,3268,Rural locality,103,31,37648,12.778,-38.55533,142.96923,192.76627409938845,128.56032933057736,134.68873303274395
Newfield,3268,Rural locality,61,69,29900,25.555,-38.56059,143.00736,190.0085224715056,125.65928009352471,133.29715436016744
Waarre,3269,Rural locality,105,15,55224,7.998,-38.57523,143.05013,187.3681317650802,122.7992669483457,132.64595598051775
Cooriemungle,3268,Rural locality,78,364,27560,146.471,-38.56676,143.13898,180.0440867176395,115.31254048387214,127.90052010954696
Kennedys Creek,3239,Rural locality,26,42,23400,28.194,-38.59818,143.24783,173.38127373529153,108.23485250261427,126.72741380211812
Scotts Creek,3267,Rural locality,53,248,27872,93.5,-38.45665,143.09108,178.63060265545602,115.02141113686436,119.64062151994963
Timboon,3268,Rural locality,61,1202,28912,81.676,-38.48429,142.96131,190.2385187372019,126.72537137705784,128.7222413456795
Cowleys Creek,3268,Rural locality,66,37,37700,15.352,-38.50331,143.0379,184.94195179361589,121.0091956905508,126.53222825335924
Simpson,3266,Rural locality,111,569,31720,203.414,-38.51045,143.2389,169.46093880591854,104.8773455747656,118.28199516472426
Tesbury,3260,Rural locality,128,112,38324,23.994,-38.30037,143.17401,165.70420191610887,104.07742835564969,101.24824900199324
Tandarook,3260,Rural locality,151,19,43316,19.292,-38.31705,143.19886,164.25489879793088,102.24478307031218,101.5196033128718
Pomborneit,3260,Rural locality,173,62,24232,22.81,-38.29607,143.29208,155.8086432840204,93.83117509378746,95.1675416388555
Koallah,3260,Rural locality,147,29,45032,15.497,-38.29439,143.23784,160.2152002502143,98.47162688251018,97.53219455689012
Elingamite,3266,Rural locality,134,55,32188,16.874,-38.3685,143.00958,181.7254884917086,119.52903814993152,116.02195624688903
Northcote,3070,Major Urban locality,64,24561,45708,6.009,-37.77226,144.99937,5.6351260603094895,70.74732713091163,104.07651935705849
Thornbury,3071,Major Urban locality,68,18568,40352,5.133,-37.75845,145.00574,7.229144042833675,72.1183490997121,104.29774220465734
Fairfield,3078,Major Urban locality,35,6558,43160,3.538,-37.7844,145.01428,5.579722039666658,71.01820575319246,105.65660076965808
Alphington,3078,Major Urban locality,37,5080,47580,2.817,-37.77809,145.03221,7.274966011489107,72.71144656465573,107.0347552901217
Preston,3072,Major Urban locality,79,32851,33124,11.468,-37.74183,145.00862,8.97079311919149,73.45232919970826,104.18406094778604
Reservoir,3073,Major Urban locality,91,50474,28132,18.967,-37.71239,145.00557,11.902096123191065,75.32338148268516,103.35652817923508
Kingsbury,3083,Major Urban locality,72,3780,23088,1.275,-37.71699,145.03356,12.443043286056794,76.8907251393235,105.8684168273146
Bairnsdale,3875,Urban locality,19,7580,28340,63.496,-37.85346,147.58099,229.94906894886668,285.00049903728666,330.02617829505243
Eastwood,3875,Urban locality,19,2766,31148,2.402,-37.81306,147.63434,234.6562494249851,290.2675251607096,334.3798581193553
Lucknow,3875,Urban locality,36,1254,30732,21.582,-37.80441,147.67503,238.2466162643806,293.94492167646627,337.88833558170643
Swan Reach,3903,Rural locality,68,751,25272,41.635,-37.81545,147.87418,255.71856242265147,311.0838169963998,355.4254883876825
East Bairnsdale,3875,Urban locality,0,1298,24804,36.7,-37.85664,147.69145,239.64866732241083,294.5690302610054,339.722322829312
Lakes Entrance,3909,Urban locality,76,4810,24336,29.603,-37.85592,148.00191,266.9048638364093,321.62279857818794,366.9029215749709
Nyerimilang,3909,Rural locality,0,4,49348,22.003,-37.89123,147.92565,260.2472989887567,314.5192833149318,360.5168404521661
Kalimna,3909,Urban locality,47,1249,25844,7.74,-37.86948,147.96457,263.6333484830464,318.1884588172585,363.7382612835104
Eagle Point,3878,Urban locality,1,1094,29068,18.08,-37.89804,147.69395,239.93596896154745,294.2307250679008,340.3231402445002
Paynesville,3880,Urban locality,17,3480,24856,5.719,-37.90936,147.71202,241.5544928185288,295.66697376337964,342.0167585939976
Metung,3904,Urban locality,26,1449,28340,27.608,-37.8647,147.84113,252.79410988573943,307.49392123948786,352.8927520321946
Nicholson,3882,Rural locality,21,1095,25532,68.258,-37.80955,147.74587,244.4588626498528,300.0178762936075,344.13485024712395
Raymond Island,3880,Urban locality,0,548,24544,24.79,-37.92156,147.74767,244.723113602066,298.6331911097494,345.2578523204665
Newlands Arm,3875,Urban locality,21,728,25636,2.876,-37.9255,147.68791,239.500211632057,293.37415938814854,340.08335669012183
Wy Yung,3875,Urban locality,58,1657,31200,36.685,-37.7902,147.59321,231.09443704124507,287.0807171086627,330.61917929232067
Johnsonville,3902,Rural locality,36,327,24232,22.8,-37.82154,147.80932,250.0127358846855,305.3476424443368,349.77909122878185
Nungurner,3909,Rural locality,74,283,28340,22.381,-37.85738,147.90066,258.01609779796706,312.7803000976722,358.0460864720159
Kalimna West,3909,Rural locality,94,141,25688,54.98,-37.81567,147.93593,261.14186536016706,316.45328314689147,360.84222269513054
Bumberrah,3902,Rural locality,60,80,28912,3.689,-37.79244,147.83184,252.05032239995228,307.7679916235023,351.5703120478668
Tambo Upper,3885,Rural locality,56,324,28912,42.345,-37.76276,147.86693,255.2363114775647,311.3186562807636,354.49597518391613
Ocean Grange,3880,Rural locality,2,0,0,42.227,-38.00833,147.67729,239.0912354400935,291.6414372048855,340.19313716684064
Lake Bunga,3909,Urban locality,47,330,26208,1.68,-37.86277,148.03711,269.99691980818307,324.599759672607,370.03769797027405
Boole Poole,3880,Rural locality,0,0,0,94.962,-37.91165,147.78578,248.03008667786497,302.0732598049257,348.483733847024
Forge Creek,3875,Rural locality,32,276,32188,89.744,-37.92801,147.6393,235.25046039420656,289.10448557070816,335.8690965130685
Toorloo Arm,3909,Rural locality,93,362,25844,182.618,-37.79438,148.05128,271.32110754858763,326.8176948803708,370.839121969085
Lake Tyers Beach,3909,Urban locality,31,727,27404,6.206,-37.85833,148.0648,272.42653439473577,327.0720194306305,372.42980681376514
Mallacoota,3892,Urban locality,69,1063,24648,243.911,-37.52397,149.82662,429.2443729628837,485.8783108571986,527.0866056527315
Marlo,3888,Rural locality,54,564,29224,134.87,-37.76378,148.66799,325.600486359758,380.9690646934697,424.87483192225295
Brodribb River,3888,Rural locality,159,31,26936,76.508,-37.69763,148.60102,320.07338212617657,376.2157315850804,418.8450657966024
Orbost,3888,Urban locality,139,2227,23088,208.615,-37.65521,148.50876,312.2910624733944,368.9771128972065,410.697931875872
Newmerella,3886,Rural locality,30,389,24960,55.281,-37.75296,148.46076,307.44317825546784,363.09720484960127,406.6307863446347
Wairewa,3887,Rural locality,55,87,22360,72.281,-37.69496,148.16055,281.4113706181513,338.0263336437115,380.090140659217
Bemm River,3889,Rural locality,116,60,19656,271.823,-37.71638,148.92832,348.70478534869767,404.3722053790512,447.659883352057
Cabbage Tree Creek,3889,Rural locality,211,43,21216,300.507,-37.65679,148.71305,330.2126585095275,386.676384411391,428.68200404499015
Tamboon,3890,Rural locality,124,11,38948,508.222,-37.68424,149.18793,371.7114585258393,427.489451972682,470.478220372712
